Date,Open,High,Low,Close,Adj Close,Volume
2022-12-30,242.704269,247.998810,238.723129,245.975311,245.975311,167114
2022-12-31,245.976578,246.009033,237.241486,239.868927,239.868927,143026
2023-01-01,239.869598,244.577362,239.866180,242.074661,242.074661,140826
2023-01-02,242.074158,247.109451,226.075546,234.330566,234.330566,381645
2023-01-03,234.331940,236.227325,228.211136,234.591583,234.591583,441218
2023-01-04,234.590607,237.929901,226.060562,226.092712,226.092712,153048
2023-01-05,226.091751,236.828110,226.089264,229.047180,229.047180,160675
2023-01-06,229.048752,237.534393,224.358978,225.460907,225.460907,193613
2023-01-07,225.460297,238.370407,224.571030,226.051331,226.051331,199053
2023-01-08,226.051270,238.229019,224.711441,225.185959,225.185959,140543
2023-01-09,225.184616,241.797180,221.913101,224.284409,224.284409,190032
2023-01-10,224.284134,242.102142,223.857697,225.712723,225.712723,201743
2023-01-11,225.712067,226.152039,224.600815,225.179230,225.179230,166660
2023-01-12,240.816040,243.326385,224.480286,243.121567,243.121567,212545
2023-01-13,243.125015,243.125015,226.784378,235.009659,235.009659,209750
2023-01-14,235.012970,243.549973,230.467941,235.951340,235.951340,177936
2023-01-15,235.949783,243.558167,229.230576,229.232727,229.232727,135799
2023-01-16,229.230026,250.779816,227.449631,227.452026,227.452026,232305
2023-01-17,227.452438,253.583206,226.430115,253.517319,253.517319,216253
2023-01-18,253.517319,271.781250,237.164978,237.273941,237.273941,404281
2023-01-19,237.248260,260.188568,232.354828,238.062729,238.062729,296136
2023-01-20,238.060715,274.557037,238.047348,269.082306,269.082306,297537
2023-01-21,269.082336,272.761719,242.665924,272.542328,272.542328,234497
2023-01-22,272.543213,274.840179,263.086731,263.092346,263.092346,143635
2023-01-23,263.092133,264.485260,254.856216,258.341919,258.341919,152061
2023-01-24,258.341919,262.914948,255.172989,258.471710,258.471710,220056
2023-01-25,258.471710,266.322266,258.471710,263.378021,263.378021,222016
2023-01-26,263.378021,267.350616,263.125702,267.104370,267.104370,264387
2023-01-27,267.104370,267.820190,263.898438,264.681732,264.681732,261536
2023-01-28,264.681732,266.817169,263.811707,264.813538,264.813538,176974
2023-01-29,264.813538,265.481415,257.800812,259.804443,259.804443,116969
2023-01-30,259.804443,307.379822,241.194382,241.844025,241.844025,192701
2023-01-31,241.842590,243.056519,234.767227,240.701538,240.701538,176582
2023-02-01,240.703308,243.532150,235.263611,242.771103,242.771103,246834
2023-02-02,242.770233,261.867249,241.619919,259.948364,259.948364,181534
2023-02-03,259.948364,262.668335,255.201706,256.639557,256.639557,231368
2023-02-04,256.639557,257.763458,253.926682,254.044647,254.044647,176693
2023-02-05,254.044495,256.245514,250.538422,251.474243,251.474243,159962
2023-02-06,251.474365,255.507019,237.906677,240.796448,240.796448,217372
2023-02-07,240.795639,255.983948,240.747299,253.410919,253.410919,225675
2023-02-08,253.410919,257.249237,253.278976,253.956512,253.956512,184525
2023-02-09,253.956512,257.052856,252.658463,253.977051,253.977051,275141
2023-02-10,253.977051,256.105957,252.509460,252.674988,252.674988,210041
2023-02-11,252.674988,255.066010,241.250763,241.440750,241.440750,189187
2023-02-12,241.438873,253.493774,241.218521,252.176926,252.176926,151487
2023-02-13,252.176926,253.493774,249.971054,250.668167,250.668167,234789
2023-02-14,250.723526,254.214828,250.637283,250.703064,250.703064,229354
2023-02-15,250.726379,253.741776,240.498718,240.725967,240.725967,250286
2023-02-16,240.726715,255.750244,240.726715,254.877319,254.877319,257112
2023-02-17,254.881088,255.475372,239.619461,239.661484,239.661484,225205
2023-02-18,239.660782,254.858047,239.458710,254.396469,254.396469,204719
2023-02-19,254.396469,256.704376,253.209549,253.275482,253.275482,138710
2023-02-20,253.275482,256.047546,252.532990,253.202942,253.202942,248101
2023-02-21,253.202942,255.236465,252.117661,252.183304,252.183304,226573
2023-02-22,252.183304,262.278625,239.106827,261.298523,261.298523,229326
2023-02-23,261.298126,264.499939,254.013550,257.774597,257.774597,215330
2023-02-24,257.763397,260.033630,255.540710,255.600159,255.600159,234573
2023-02-25,255.594925,256.615448,252.208466,252.208466,252.208466,232365
2023-02-26,252.208466,254.173721,248.998535,250.505234,250.505234,139865
2023-02-27,250.505234,253.390640,249.132828,251.637619,251.637619,199009
2023-02-28,251.637619,253.484650,249.440872,250.730835,250.730835,206093
2023-03-01,250.746094,253.463638,250.471603,252.249603,252.249603,242935
2023-03-02,252.249603,252.878876,250.501556,250.519791,250.519791,204583
2023-03-03,250.501556,251.755981,249.646866,250.328613,250.328613,193227
2023-03-04,250.328613,252.000458,240.948471,240.949600,240.949600,168231
2023-03-05,240.950012,251.607727,240.187317,249.382278,249.382278,160807
2023-03-06,249.382278,251.084091,237.016113,237.019211,237.019211,290888
2023-03-07,237.019928,250.668228,236.819595,247.798920,247.798920,207746
2023-03-08,247.798920,249.720398,247.153732,247.902252,247.902252,223198
2023-03-09,247.902252,249.776581,246.507614,246.509125,246.509125,208170
2023-03-10,246.509125,248.640976,230.871796,246.378250,246.378250,284544
2023-03-11,246.378250,248.441177,244.137070,245.637009,245.637009,204655
2023-03-12,245.637009,248.503876,243.635361,243.650848,243.650848,141840
2023-03-13,243.651688,248.833755,242.181885,245.329239,245.329239,214632
2023-03-14,245.269043,248.780716,245.009567,246.885635,246.885635,225986
2023-03-15,246.888000,248.383499,245.164886,245.423157,245.423157,246724
2023-03-16,245.811600,249.564407,244.842056,246.996628,246.996628,239644
2023-03-17,246.996628,250.419388,246.931808,248.519516,248.519516,231995
2023-03-18,248.519516,250.405685,236.648010,236.663712,236.663712,177439
2023-03-19,236.662537,248.406403,236.026688,247.217438,247.217438,140549
